listing_id,source_listing_id,data_source,brand,category,material,size,condition,condition_token,age_months,age_bin_token,older_listing_flag,listing_lifecycle_action,age_policy_override_applied,original_price,provider_price,tier_primary,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,final_quality_score_0_100,final_listing_decision,decision_label,effective_listing_decision,effective_decision_label,final_reviewer_note
L0973,L0102,synthetic,Style Bazaar,Top,Polyester,XL,Used,3,12,4,1,needs_reapproval_or_removal,0,339,10,Tier 1,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L0974,L0349,synthetic,Gucci,Jacket,Leather,S,Used,3,4,2,0,active_current_cycle,0,28524,5645,Tier 5,101.6071,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L0984,L0135,synthetic,Zara,Jacket,Denim,M,Like New,2,9,3,0,active_current_cycle,0,5365,221,Tier 4,36.8571,8,8,30,46,54,Review,1,Review,1,Condition penalty -8; Age penalty -8; Price deviation penalty -30
L0985,L0318,synthetic,Adidas,Jacket,Polyester,XS,New,1,1,1,0,active_current_cycle,0,9868,3553,Tier 4,223.0,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L0986,L0098,synthetic,Rohit Bal,Ethnic Wear,Silk,L,Used,3,6,2,0,active_current_cycle,0,46080,4283,Tier 5,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4
L0988,L0104,synthetic,AND,Dress,Cotton,M,Like New,2,4,2,0,active_current_cycle,0,5248,1890,Tier 4,278.0,8,4,45,57,43,Reject,2,Reject,2,Condition penalty -8; Age penalty -4; Price deviation penalty -45
L0997,L0110,synthetic,Easybuy,Shirt,Polyester,M,Used,3,10,4,1,needs_reapproval_or_removal,0,648,43,Tier 1,115.0,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L0998,L0372,synthetic,Anita Dongre,Lehenga,Silk,M,Used,3,6,2,0,active_current_cycle,0,26514,5576,Tier 5,106.5185,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L0999,L0114,synthetic,GAP,Jeans,Denim,L,Used,3,11,4,1,needs_reapproval_or_removal,0,6610,482,Tier 4,37.7143,18,12,30,60,40,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -30; Older listing: needs reapproval/removal
L1007,L0229,synthetic,Jaypore,Saree,Silk,S,Used,3,14,4,1,needs_reapproval_or_removal,0,8460,485,Tier 4,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L1009,L0166,synthetic,Indya,Jacket,Denim,M,Used,3,11,4,1,needs_reapproval_or_removal,0,1627,70,Tier 2,16.6667,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L1012,L0080,synthetic,Anita Dongre,Ethnic Wear,Silk,S,Used,3,14,4,1,needs_reapproval_or_removal,0,21053,1513,Tier 5,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L1014,L0340,synthetic,Mufti,Shirt,Cotton,L,Like New,2,5,2,0,active_current_cycle,0,5070,1826,Tier 4,305.7778,8,4,45,57,43,Reject,2,Reject,2,Condition penalty -8; Age penalty -4; Price deviation penalty -45
L1016,L0010,synthetic,Anita Dongre,Saree,Silk,M,Like New,2,6,2,0,active_current_cycle,0,68671,4451,Tier 5,37.3099,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30
L1019,L0257,synthetic,Rohit Bal,Ethnic Wear,Silk,L,Used,3,5,2,0,active_current_cycle,0,26814,9654,Tier 5,257.5556,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L1022,L0219,synthetic,Global Desi,Dress,Linen,XS,Used,3,11,4,1,needs_reapproval_or_removal,0,4761,115,Tier 3,36.1111,18,12,30,60,40,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -30; Older listing: needs reapproval/removal
L1023,L0159,synthetic,Tommy Hilfiger,Shirt,Cotton,L,Like New,2,8,3,0,active_current_cycle,0,5976,2152,Tier 4,378.2222,8,8,45,61,39,Reject,2,Reject,2,Condition penalty -8; Age penalty -8; Price deviation penalty -45
L1025,L0075,synthetic,Easybuy,Shirt,Polyester,M,Used,3,12,4,1,needs_reapproval_or_removal,0,899,76,Tier 1,153.3333,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L1030,L0212,synthetic,Brand Factory,Jacket,Polyester,L,Used,3,15,4,1,needs_reapproval_or_removal,0,3903,163,Tier 3,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L1036,L0233,synthetic,Meena Bazaar,Ethnic Wear,Silk,S,Like New,2,10,4,1,needs_reapproval_or_removal,0,11249,4050,Tier 4,305.0,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L1038,L0262,synthetic,Armani,Shirt,Linen,M,Like New,2,5,2,0,active_current_cycle,0,20638,7430,Tier 5,209.5833,8,4,45,57,43,Reject,2,Reject,2,Condition penalty -8; Age penalty -4; Price deviation penalty -45
L1040,L0374,synthetic,Louis Vuitton,Jacket,Leather,M,New,1,2,1,0,active_current_cycle,0,32508,11703,Tier 5,134.06,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L1042,L0253,synthetic,Raw Mango,Saree,Silk,L,Used,3,4,2,0,active_current_cycle,0,18045,1136,Tier 5,18.8571,18,4,12,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -12
L1047,L0195,synthetic,Moda Rapido,Dress,Polyester,XL,Used,3,11,4,1,needs_reapproval_or_removal,0,1135,37,Tier 1,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L1049,L0323,synthetic,Rohit Bal,Ethnic Wear,Silk,S,Used,3,10,4,1,needs_reapproval_or_removal,0,26648,9594,Tier 5,299.75,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L1053,L0107,synthetic,Zara,Dress,Linen,XL,New,1,3,1,0,active_current_cycle,0,9743,2907,Tier 4,142.25,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L1057,L0212,synthetic,Brand Factory,Jacket,Polyester,L,Used,3,16,4,1,needs_reapproval_or_removal,0,3667,90,Tier 3,18.1818,18,16,12,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal
L1058,L0351,synthetic,Easybuy,Shirt,Cotton,M,Used,3,10,4,1,needs_reapproval_or_removal,0,1665,60,Tier 2,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L1063,L0248,synthetic,Under Armour,Activewear,Polyester,L,Used,3,13,4,1,needs_reapproval_or_removal,0,10168,1391,Tier 4,178.2,18,16,45,79,21,Reject,2,Reject,2,Condition penalty -18; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal
L1065,L0305,synthetic,Zudio,Shirt,Polyester,S,Like New,2,10,4,1,needs_reapproval_or_removal,0,1241,447,Tier 2,645.0,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L1072,L0102,synthetic,Style Bazaar,Top,Polyester,XL,Like New,2,11,4,1,needs_reapproval_or_removal,0,251,91,Tier 1,810.0,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L1073,L0291,synthetic,Fabindia,Kurta,Linen,M,Used,3,9,3,0,active_current_cycle,0,8335,499,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L1074,L0351,synthetic,Easybuy,Shirt,Cotton,M,Used,3,10,4,1,needs_reapproval_or_removal,0,1304,45,Tier 2,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L1077,L0310,synthetic,Reliance Trends,Top,Cotton,M,Used,3,10,4,1,needs_reapproval_or_removal,0,2727,340,Tier 3,142.8571,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L1081,L0050,synthetic,Fabindia,Kurta,Cotton,M,Used,3,10,4,1,needs_reapproval_or_removal,0,2447,96,Tier 2,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L1084,L0229,synthetic,Jaypore,Saree,Silk,S,Like New,2,15,4,1,needs_reapproval_or_removal,0,8648,3114,Tier 4,344.8571,8,16,45,69,31,Reject,2,Reject,2,Condition penalty -8; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal
L1094,L0354,synthetic,Style Bazaar,Top,Cotton,M,Used,3,8,3,0,active_current_cycle,0,1433,516,Tier 2,760.0,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45
L1102,L0305,synthetic,Zudio,Shirt,Polyester,M,Used,3,13,4,1,needs_reapproval_or_removal,0,1677,133,Tier 2,121.6667,18,16,45,79,21,Reject,2,Reject,2,Condition penalty -18; Age penalty -16; Price deviation penalty -45; Older listing: needs reapproval/removal
L1104,L0238,synthetic,Nicobar,Kurta,Linen,L,New,1,2,1,0,active_current_cycle,0,9088,2468,Tier 4,146.8,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L1106,L0196,synthetic,Bewakoof,Top,Cotton,S,Used,3,4,2,0,active_current_cycle,0,738,266,Tier 1,786.6667,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L1109,L0302,synthetic,Vishal Mega Mart,Shirt,Polyester,M,Used,3,12,4,1,needs_reapproval_or_removal,0,1637,59,Tier 2,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L1110,L0006,synthetic,Louis Vuitton,Jacket,Leather,M,Used,3,14,4,1,needs_reapproval_or_removal,0,148656,13646,Tier 5,21.8393,18,16,20,54,46,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal
L1112,L0307,synthetic,Aurelia,Kurta,Cotton,S,Used,3,14,4,1,needs_reapproval_or_removal,0,2641,156,Tier 3,30.0,18,16,20,54,46,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal
L1114,L0339,synthetic,Flying Machine,Jeans,Denim,XL,Like New,2,11,4,1,needs_reapproval_or_removal,0,5334,417,Tier 4,19.1429,8,12,12,32,68,Review,1,Review,1,Condition penalty -8; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L1118,L0010,synthetic,Anita Dongre,Saree,Silk,M,Used,3,6,2,0,active_current_cycle,0,67912,8021,Tier 5,16.2464,18,4,12,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -12
L1120,L0373,synthetic,Tarun Tahiliani,Lehenga,Silk,L,Used,3,14,4,1,needs_reapproval_or_removal,0,28530,2654,Tier 5,15.3913,18,16,12,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -12; Older listing: needs reapproval/removal
L1123,L0021,synthetic,Tarun Tahiliani,Saree,Silk,M,Used,3,6,2,0,active_current_cycle,0,78542,10050,Tier 5,25.625,18,4,20,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -20
L1127,L0120,synthetic,Vishal Mega Mart,Shirt,Cotton,L,Used,3,10,4,1,needs_reapproval_or_removal,0,450,8,Tier 1,20.0,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L1130,L0219,synthetic,Global Desi,Dress,Linen,S,Used,3,15,4,1,needs_reapproval_or_removal,0,5528,255,Tier 4,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L1131,L0069,synthetic,Indya,Jacket,Denim,M,Used,3,13,4,1,needs_reapproval_or_removal,0,1471,50,Tier 2,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L1140,L0235,synthetic,Label Ritu Kumar,Ethnic Wear,Silk,L,Used,3,10,4,1,needs_reapproval_or_removal,0,11434,671,Tier 4,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L1144,L0143,synthetic,Prada,Dress,Silk,M,Used,3,9,3,0,active_current_cycle,0,71467,5699,Tier 5,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L1145,L0114,synthetic,GAP,Jeans,Denim,XS,Used,3,10,4,1,needs_reapproval_or_removal,0,6734,261,Tier 4,13.0,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L1148,L0332,synthetic,Aurelia,Dress,Linen,L,Used,3,6,2,0,active_current_cycle,0,3083,91,Tier 3,39.3333,18,4,30,52,48,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -30
L1149,L0238,synthetic,Nicobar,Kurta,Linen,L,Used,3,6,2,0,active_current_cycle,0,7439,2679,Tier 4,387.0909,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L1152,L0029,synthetic,Zara,Jacket,Denim,M,Used,3,11,4,1,needs_reapproval_or_removal,0,4339,259,Tier 3,29.5,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L1157,L0273,synthetic,Fabindia,Kurta,Linen,XL,Used,3,12,4,1,needs_reapproval_or_removal,0,7433,290,Tier 4,17.1429,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L1164,L0148,synthetic,Meena Bazaar,Lehenga,Silk,S,New,1,2,1,0,active_current_cycle,0,12437,4478,Tier 4,179.875,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L1167,L0084,synthetic,Style Bazaar,Top,Polyester,XL,Used,3,6,2,0,active_current_cycle,0,300,6,Tier 1,40.0,18,4,30,52,48,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -30
L1172,L0143,synthetic,Prada,Dress,Silk,M,Used,3,6,2,0,active_current_cycle,0,75520,3519,Tier 5,39.3276,18,4,30,52,48,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -30
L1174,L0204,synthetic,Vishal Mega Mart,Jeans,Denim,S,Used,3,12,4,1,needs_reapproval_or_removal,0,1379,40,Tier 2,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L1175,L0180,synthetic,Louis Vuitton,Jacket,Leather,M,Like New,2,11,4,1,needs_reapproval_or_removal,0,135548,17525,Tier 5,32.7652,8,12,20,40,60,Review,1,Review,1,Condition penalty -8; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L1177,L0301,synthetic,Easybuy,Top,Cotton,S,New,1,3,1,0,active_current_cycle,0,1321,476,Tier 2,428.8889,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L1181,L0238,synthetic,Nicobar,Kurta,Linen,L,Like New,2,6,2,0,active_current_cycle,0,7607,2739,Tier 4,291.2857,8,4,45,57,43,Reject,2,Reject,2,Condition penalty -8; Age penalty -4; Price deviation penalty -45
L1183,L0035,synthetic,Highlander,Shirt,Cotton,M,New,1,3,1,0,active_current_cycle,0,1082,390,Tier 1,550.0,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L1184,L0244,synthetic,Nike,Activewear,Polyester,L,Used,3,9,3,0,active_current_cycle,0,10353,1087,Tier 4,81.1667,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45
L1187,L0094,synthetic,Soch,Ethnic Wear,Silk,S,Used,3,6,2,0,active_current_cycle,0,1559,562,Tier 2,602.5,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L1188,L0351,synthetic,Easybuy,Shirt,Cotton,S,Used,3,9,3,0,active_current_cycle,0,1368,68,Tier 2,36.0,18,8,30,56,44,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -30
L1191,L0270,synthetic,Manyavar,Ethnic Wear,Silk,XS,Used,3,8,3,0,active_current_cycle,0,8197,424,Tier 4,15.2,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12
L1192,L0068,synthetic,Masaba,Dress,Silk,XL,Like New,2,4,2,0,active_current_cycle,0,11735,4225,Tier 4,252.0833,8,4,45,57,43,Reject,2,Reject,2,Condition penalty -8; Age penalty -4; Price deviation penalty -45
L1200,L0051,synthetic,Prada,Dress,Silk,XS,Like New,2,10,4,1,needs_reapproval_or_removal,0,84188,12301,Tier 5,30.8617,8,12,20,40,60,Review,1,Review,1,Condition penalty -8; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L1204,L0149,synthetic,Rangriti,Kurta,Cotton,XL,New,1,1,1,0,active_current_cycle,0,1246,449,Tier 2,398.8889,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L1205,L0189,synthetic,W for Woman,Ethnic Wear,Cotton,S,Used,3,10,4,1,needs_reapproval_or_removal,0,1022,25,Tier 1,16.6667,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L1208,L0372,synthetic,Anita Dongre,Lehenga,Silk,M,Like New,2,10,4,1,needs_reapproval_or_removal,0,26965,2980,Tier 5,0.0,8,12,0,20,80,Review,1,Review,1,Condition penalty -8; Age penalty -12; Older listing: needs reapproval/removal
L1209,L0330,synthetic,Style Bazaar,Top,Cotton,S,Like New,2,10,4,1,needs_reapproval_or_removal,0,1419,133,Tier 2,90.0,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L1210,L0233,synthetic,Meena Bazaar,Ethnic Wear,Silk,S,Used,3,10,4,1,needs_reapproval_or_removal,0,9423,1641,Tier 4,152.4615,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L1212,L0339,synthetic,Flying Machine,Jeans,Denim,M,Used,3,15,4,1,needs_reapproval_or_removal,0,5029,217,Tier 4,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L1213,L0252,synthetic,Superdry,Jacket,Polyester,M,Used,3,6,2,0,active_current_cycle,0,10622,736,Tier 4,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4
L1214,L0252,synthetic,Superdry,Jacket,Polyester,M,Used,3,9,3,0,active_current_cycle,0,10572,406,Tier 4,26.1818,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20
L1217,L0014,synthetic,Fabindia,Kurta,Silk,M,Used,3,10,4,1,needs_reapproval_or_removal,0,2651,126,Tier 3,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L1225,L0272,synthetic,Levi's,Jeans,Denim,M,New,1,1,1,0,active_current_cycle,0,7206,1549,Tier 4,106.5333,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L1226,L0340,synthetic,Mufti,Shirt,Cotton,L,Like New,2,4,2,0,active_current_cycle,0,5024,222,Tier 4,36.5714,8,4,30,42,58,Review,1,Review,1,Condition penalty -8; Age penalty -4; Price deviation penalty -30
L1227,L0322,synthetic,Tarun Tahiliani,Lehenga,Silk,M,Used,3,10,4,1,needs_reapproval_or_removal,0,28414,3107,Tier 5,19.5,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L1228,L0327,synthetic,Easybuy,Jeans,Denim,M,Like New,2,10,4,1,needs_reapproval_or_removal,0,1751,631,Tier 2,688.75,8,12,45,65,35,Reject,2,Reject,2,Condition penalty -8; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L1233,L0143,synthetic,Prada,Dress,Silk,M,Used,3,7,3,0,active_current_cycle,0,67300,3977,Tier 5,13.5435,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12
L1234,L0043,synthetic,Manish Malhotra,Ethnic Wear,Silk,M,Used,3,8,3,0,active_current_cycle,0,89851,10595,Tier 5,30.8025,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20
L1236,L0062,synthetic,HRX,Activewear,Polyester,M,Used,3,7,3,0,active_current_cycle,0,2578,164,Tier 3,36.6667,18,8,30,56,44,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -30
L1240,L0217,synthetic,Biba,Ethnic Wear,Silk,M,New,1,1,1,0,active_current_cycle,0,5587,1751,Tier 4,150.1429,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L1241,L0158,synthetic,Fabindia,Ethnic Wear,Silk,XS,Used,3,10,4,1,needs_reapproval_or_removal,0,2438,298,Tier 2,170.9091,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L1247,L0015,synthetic,Prada,Dress,Silk,S,Used,3,7,3,0,active_current_cycle,0,99764,18668,Tier 5,117.0698,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45
L1248,L0322,synthetic,Tarun Tahiliani,Lehenga,Silk,M,Like New,2,8,3,0,active_current_cycle,0,25833,1543,Tier 5,35.7083,8,8,30,46,54,Review,1,Review,1,Condition penalty -8; Age penalty -8; Price deviation penalty -30
L1249,L0352,synthetic,Vishal Mega Mart,Top,Polyester,S,Used,3,10,4,1,needs_reapproval_or_removal,0,1734,62,Tier 2,0.0,18,12,0,30,70,Review,1,Review,1,Condition penalty -18; Age penalty -12; Older listing: needs reapproval/removal
L1253,L0233,synthetic,Meena Bazaar,Ethnic Wear,Silk,XL,Like New,2,8,3,0,active_current_cycle,0,9348,3366,Tier 4,296.0,8,8,45,61,39,Reject,2,Reject,2,Condition penalty -8; Age penalty -8; Price deviation penalty -45
L1262,L0068,synthetic,Masaba,Dress,Silk,M,Used,3,7,3,0,active_current_cycle,0,11019,626,Tier 4,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L1265,L0078,synthetic,Nicobar,Dress,Linen,S,Used,3,6,2,0,active_current_cycle,0,7989,512,Tier 4,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4
L1266,L0118,synthetic,FBB,Kurta,Cotton,M,Used,3,10,4,1,needs_reapproval_or_removal,0,1152,45,Tier 1,12.5,18,12,12,42,58,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -12; Older listing: needs reapproval/removal
L1268,L0140,synthetic,Prada,Dress,Silk,S,Used,3,9,3,0,active_current_cycle,0,89229,18090,Tier 5,134.9351,18,8,45,71,29,Reject,2,Reject,2,Condition penalty -18; Age penalty -8; Price deviation penalty -45
L1271,L0079,synthetic,American Eagle,Jeans,Denim,XS,Used,3,9,3,0,active_current_cycle,0,8993,708,Tier 4,28.7273,18,8,20,46,54,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -20
L1279,L0048,synthetic,Puma,Activewear,Polyester,M,Used,3,7,3,0,active_current_cycle,0,3259,74,Tier 3,38.3333,18,8,30,56,44,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -30
L1284,L0258,synthetic,Anamika Khanna,Lehenga,Silk,M,Like New,2,15,4,1,needs_reapproval_or_removal,0,24140,2225,Tier 5,0.0,8,16,0,24,76,Review,1,Review,1,Condition penalty -8; Age penalty -16; Older listing: needs reapproval/removal
L1288,L0336,synthetic,Pantaloons,Top,Cotton,M,Used,3,11,4,1,needs_reapproval_or_removal,0,4537,241,Tier 3,20.5,18,12,20,50,50,Review,1,Review,1,Condition penalty -18; Age penalty -12; Price deviation penalty -20; Older listing: needs reapproval/removal
L1289,L0316,synthetic,Fabindia,Kurta,Linen,S,Used,3,12,4,1,needs_reapproval_or_removal,0,8711,946,Tier 4,89.2,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L1299,L0200,synthetic,Mufti,Shirt,Linen,S,Used,3,14,4,1,needs_reapproval_or_removal,0,3687,146,Tier 3,0.0,18,16,0,34,66,Review,1,Review,1,Condition penalty -18; Age penalty -16; Older listing: needs reapproval/removal
L1300,L0183,synthetic,Gucci,Jacket,Leather,M,Used,3,5,2,0,active_current_cycle,0,134580,10894,Tier 5,0.0,18,4,0,22,78,Approve,0,Approve,0,Condition penalty -18; Age penalty -4
L1308,L0272,synthetic,Levi's,Jeans,Denim,M,New,1,1,1,0,active_current_cycle,0,7966,2868,Tier 4,237.4118,0,0,45,45,55,Reject,2,Reject,2,Price deviation penalty -45
L1310,L0085,synthetic,Rangriti,Kurta,Cotton,M,Used,3,4,2,0,active_current_cycle,0,790,12,Tier 1,40.0,18,4,30,52,48,Review,1,Review,1,Condition penalty -18; Age penalty -4; Price deviation penalty -30
L1312,L0161,synthetic,Aurelia,Kurta,Cotton,L,Used,3,12,4,1,needs_reapproval_or_removal,0,1063,383,Tier 1,1176.6667,18,12,45,75,25,Reject,2,Reject,2,Condition penalty -18; Age penalty -12; Price deviation penalty -45; Older listing: needs reapproval/removal
L1313,L0229,synthetic,Jaypore,Saree,Silk,S,Used,3,14,4,1,needs_reapproval_or_removal,0,9422,802,Tier 4,33.6667,18,16,20,54,46,Review,1,Review,1,Condition penalty -18; Age penalty -16; Price deviation penalty -20; Older listing: needs reapproval/removal
L1316,L0012,synthetic,Manyavar,Ethnic Wear,Silk,XL,Used,3,6,2,0,active_current_cycle,0,5223,878,Tier 4,119.5,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
L1319,L0146,synthetic,Nalli,Saree,Silk,M,Used,3,7,3,0,active_current_cycle,0,7430,383,Tier 4,14.8889,18,8,12,38,62,Review,1,Review,1,Condition penalty -18; Age penalty -8; Price deviation penalty -12
L1320,L0265,synthetic,Balenciaga,Jacket,Leather,L,Used,3,9,3,0,active_current_cycle,0,31083,2425,Tier 5,0.0,18,8,0,26,74,Approve,0,Approve,0,Condition penalty -18; Age penalty -8
L1329,L0035,synthetic,Highlander,Shirt,Cotton,XL,Used,3,4,2,0,active_current_cycle,0,1082,390,Tier 1,875.0,18,4,45,67,33,Reject,2,Reject,2,Condition penalty -18; Age penalty -4; Price deviation penalty -45
