listing_id,source_listing_id,data_source,brand,category,material,size,condition,age_months,original_price,tier_primary,base_min_pct,base_max_pct,cond_mult,age_mult,cat_mult,mat_mult,target_rule_min,target_rule_max,split_set
L0968,L0036,synthetic,Jaypore,Saree,Silk,M,Like New,6,9025,Tier 4,0.09,0.11,0.9,0.9,1.1,1.05,750,950,train
L0969,L0373,synthetic,Tarun Tahiliani,Lehenga,Silk,S,Used,10,29385,Tier 5,0.11,0.14,0.7,0.8,1.1,1.05,2100,2700,train
L0970,L0256,synthetic,Tarun Tahiliani,Lehenga,Silk,XL,Used,6,27137,Tier 5,0.11,0.14,0.7,0.9,1.1,1.05,2200,2800,train
L0971,L0029,synthetic,Zara,Jacket,Denim,M,Like New,9,5072,Tier 4,0.09,0.11,0.9,0.8,1.05,1,350,400,test
L0972,L0196,synthetic,Bewakoof,Top,Cotton,L,Used,6,892,Tier 1,0.05,0.06,0.7,0.9,1,1,30,30,train
L0973,L0102,synthetic,Style Bazaar,Top,Polyester,XL,Used,12,339,Tier 1,0.05,0.06,0.7,0.7,1,1,10,10,train
L0974,L0349,synthetic,Gucci,Jacket,Leather,S,Used,4,28524,Tier 5,0.11,0.14,0.7,0.9,1.05,1.05,2200,2800,test
L0975,L0327,synthetic,Easybuy,Jeans,Denim,M,Used,8,1728,Tier 2,0.06,0.07,0.7,0.8,0.95,1,60,60,val
L0976,L0121,synthetic,Roadster,Shirt,Cotton,M,New,3,1316,Tier 2,0.06,0.07,1,1,1,1,80,90,train
L0977,L0005,synthetic,Rangriti,Kurta,Cotton,XS,Used,6,1143,Tier 1,0.05,0.06,0.7,0.9,1,1,40,40,train
L0978,L0128,synthetic,Libas,Kurta,Cotton,S,Like New,2,871,Tier 1,0.05,0.06,0.9,1,1,1,40,50,val
L0979,L0031,synthetic,Suta,Saree,Silk,M,Like New,4,3112,Tier 3,0.07,0.09,0.9,0.9,1.1,1.05,200,250,train
L0980,L0120,synthetic,Vishal Mega Mart,Shirt,Cotton,L,Used,9,470,Tier 1,0.05,0.06,0.7,0.8,1,1,10,20,train
L0981,L0353,synthetic,Rangriti,Kurta,Cotton,L,Like New,5,2096,Tier 2,0.06,0.07,0.9,0.9,1,1,100,120,train
L0982,L0278,synthetic,Rangriti,Kurta,Cotton,L,Used,8,1768,Tier 2,0.06,0.07,0.7,0.8,1,1,60,70,val
L0983,L0141,synthetic,Highlander,Top,Cotton,XS,Used,6,500,Tier 1,0.05,0.06,0.7,0.9,1,1,20,20,train
L0984,L0135,synthetic,Zara,Jacket,Denim,M,Like New,9,5365,Tier 4,0.09,0.11,0.9,0.8,1.05,1,350,450,train
L0985,L0318,synthetic,Adidas,Jacket,Polyester,XS,New,1,9868,Tier 4,0.09,0.11,1,1,1.05,1,950,1100,val
L0986,L0098,synthetic,Rohit Bal,Ethnic Wear,Silk,L,Used,6,46080,Tier 5,0.11,0.14,0.7,0.9,1.1,1.05,3700,4700,val
L0987,L0329,synthetic,Rangriti,Kurta,Cotton,M,Used,4,1485,Tier 2,0.06,0.07,0.7,0.9,1,1,60,70,test
L0988,L0104,synthetic,AND,Dress,Cotton,M,Like New,4,5248,Tier 4,0.09,0.11,0.9,0.9,1.05,1,400,500,train
L0989,L0270,synthetic,Manyavar,Ethnic Wear,Silk,M,Like New,7,8810,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,650,800,train
L0990,L0041,synthetic,Global Desi,Ethnic Wear,Silk,M,Like New,8,4180,Tier 3,0.07,0.09,0.9,0.8,1.1,1.05,250,300,train
L0991,L0363,synthetic,HRX,Activewear,Polyester,L,Like New,4,4900,Tier 3,0.07,0.09,0.9,0.9,0.95,1,250,350,train
L0992,L0040,synthetic,Biba,Dress,Silk,XS,Like New,4,5183,Tier 4,0.09,0.11,0.9,0.9,1.05,1.05,400,500,train
L0993,L0128,synthetic,Libas,Kurta,Cotton,S,New,3,970,Tier 1,0.05,0.06,1,1,1,1,50,60,val
L0994,L0360,synthetic,Reliance Trends,Shirt,Cotton,XL,New,1,2739,Tier 3,0.07,0.09,1,1,1,1,190,250,train
L0995,L0274,synthetic,Pantaloons,Shirt,Cotton,XL,Like New,5,4691,Tier 3,0.07,0.09,0.9,0.9,1,1,250,350,train
L0996,L0212,synthetic,Brand Factory,Jacket,Polyester,L,Like New,13,3371,Tier 3,0.07,0.09,0.9,0.7,1.05,1,160,200,train
L0997,L0110,synthetic,Easybuy,Shirt,Polyester,M,Used,10,648,Tier 1,0.05,0.06,0.7,0.8,1,1,20,20,train
L0998,L0372,synthetic,Anita Dongre,Lehenga,Silk,M,Used,6,26514,Tier 5,0.11,0.14,0.7,0.9,1.1,1.05,2100,2700,train
L0999,L0114,synthetic,GAP,Jeans,Denim,L,Used,11,6610,Tier 4,0.09,0.11,0.7,0.7,0.95,1,300,350,train
L1000,L0262,synthetic,Armani,Shirt,Linen,M,Like New,8,18694,Tier 5,0.11,0.14,0.9,0.8,1,1.03,1500,1900,train
L1001,L0136,synthetic,Uniqlo,Jacket,Polyester,M,Like New,7,1878,Tier 2,0.06,0.07,0.9,0.8,1.05,1,90,100,train
L1002,L0205,synthetic,Rangriti,Kurta,Cotton,M,Used,5,1986,Tier 2,0.06,0.07,0.7,0.9,1,1,80,90,train
L1003,L0354,synthetic,Style Bazaar,Top,Cotton,M,Like New,9,1270,Tier 2,0.06,0.07,0.9,0.8,1,1,50,60,train
L1004,L0041,synthetic,Global Desi,Ethnic Wear,Silk,S,Like New,5,4007,Tier 3,0.07,0.09,0.9,0.9,1.1,1.05,250,350,train
L1005,L0335,synthetic,Reliance Trends,Shirt,Cotton,L,Used,9,2755,Tier 3,0.07,0.09,0.7,0.8,1,1,110,140,train
L1006,L0164,synthetic,Global Desi,Saree,Silk,S,Like New,5,2734,Tier 3,0.07,0.09,0.9,0.9,1.1,1.05,180,250,train
L1007,L0229,synthetic,Jaypore,Saree,Silk,S,Used,14,8460,Tier 4,0.09,0.11,0.7,0.7,1.1,1.05,450,550,test
L1008,L0288,synthetic,HRX,Activewear,Polyester,L,Used,9,4727,Tier 3,0.07,0.09,0.7,0.8,0.95,1,180,250,val
L1009,L0166,synthetic,Indya,Jacket,Denim,M,Used,11,1627,Tier 2,0.06,0.07,0.7,0.7,1.05,1,50,60,train
L1010,L0177,synthetic,Prada,Dress,Silk,S,Like New,2,87941,Tier 5,0.11,0.14,0.9,1,1.05,1.05,9600,12200,val
L1011,L0227,synthetic,Manyavar,Ethnic Wear,Silk,L,New,3,9358,Tier 4,0.09,0.11,1,1,1.1,1.05,950,1200,val
L1012,L0080,synthetic,Anita Dongre,Ethnic Wear,Silk,S,Used,14,21053,Tier 5,0.11,0.14,0.7,0.7,1.1,1.05,1300,1700,train
L1013,L0133,synthetic,H&M,Dress,Cotton,S,Used,8,1348,Tier 2,0.06,0.07,0.7,0.8,1.05,1,50,60,train
L1014,L0340,synthetic,Mufti,Shirt,Cotton,L,Like New,5,5070,Tier 4,0.09,0.11,0.9,0.9,1,1,350,450,train
L1015,L0028,synthetic,Indya,Jacket,Denim,L,New,3,1404,Tier 2,0.06,0.07,1,1,1.05,1,90,100,val
L1016,L0010,synthetic,Anita Dongre,Saree,Silk,M,Like New,6,68671,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,7100,9000,train
L1017,L0249,synthetic,Tommy Hilfiger,Shirt,Cotton,XS,New,3,9949,Tier 4,0.09,0.11,1,1,1,1,900,1100,test
L1018,L0202,synthetic,Zudio,Top,Cotton,M,New,3,1168,Tier 1,0.05,0.06,1,1,1,1,60,70,train
L1019,L0257,synthetic,Rohit Bal,Ethnic Wear,Silk,L,Used,5,26814,Tier 5,0.11,0.14,0.7,0.9,1.1,1.05,2100,2700,val
L1020,L0016,synthetic,HRX,Activewear,Polyester,S,New,2,1247,Tier 2,0.06,0.07,1,1,0.95,1,70,80,train
L1021,L0267,synthetic,Zudio,Top,Cotton,XS,Used,6,822,Tier 1,0.05,0.06,0.7,0.9,1,1,30,30,val
L1022,L0219,synthetic,Global Desi,Dress,Linen,XS,Used,11,4761,Tier 3,0.07,0.09,0.7,0.7,1.05,1.03,180,250,test
L1023,L0159,synthetic,Tommy Hilfiger,Shirt,Cotton,L,Like New,8,5976,Tier 4,0.09,0.11,0.9,0.8,1,1,400,450,test
L1024,L0336,synthetic,Pantaloons,Top,Cotton,M,Like New,8,4353,Tier 3,0.07,0.09,0.9,0.8,1,1,200,300,train
L1025,L0075,synthetic,Easybuy,Shirt,Polyester,M,Used,12,899,Tier 1,0.05,0.06,0.7,0.7,1,1,20,30,train
L1026,L0327,synthetic,Easybuy,Jeans,Denim,S,Used,7,1331,Tier 2,0.06,0.07,0.7,0.8,0.95,1,40,50,val
L1027,L0311,synthetic,Pantaloons,Shirt,Cotton,M,New,1,3723,Tier 3,0.07,0.09,1,1,1,1,250,350,train
L1028,L0353,synthetic,Rangriti,Kurta,Cotton,L,New,1,1911,Tier 2,0.06,0.07,1,1,1,1,110,130,train
L1029,L0071,synthetic,Vishal Mega Mart,Kurta,Cotton,L,Like New,4,945,Tier 1,0.05,0.06,0.9,0.9,1,1,40,50,train
L1030,L0212,synthetic,Brand Factory,Jacket,Polyester,L,Used,15,3903,Tier 3,0.07,0.09,0.7,0.7,1.05,1,140,180,train
L1031,L0329,synthetic,Rangriti,Kurta,Cotton,L,Like New,8,1717,Tier 2,0.06,0.07,0.9,0.8,1,1,70,90,test
L1032,L0126,synthetic,Reliance Trends,Top,Cotton,S,Like New,7,655,Tier 1,0.05,0.06,0.9,0.8,1,1,20,30,train
L1033,L0156,synthetic,Forever 21,Dress,Cotton,M,Like New,6,1296,Tier 2,0.06,0.07,0.9,0.9,1.05,1,70,80,train
L1034,L0073,synthetic,Under Armour,Activewear,Polyester,M,Like New,6,7525,Tier 4,0.09,0.11,0.9,0.9,0.95,1,500,650,train
L1035,L0357,synthetic,Aurelia,Kurta,Cotton,L,Like New,4,3225,Tier 3,0.07,0.09,0.9,0.9,1,1,180,250,val
L1036,L0233,synthetic,Meena Bazaar,Ethnic Wear,Silk,S,Like New,10,11249,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,850,1000,train
L1037,L0064,synthetic,Versace,Dress,Silk,M,Like New,8,107579,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,9400,12000,train
L1038,L0262,synthetic,Armani,Shirt,Linen,M,Like New,5,20638,Tier 5,0.11,0.14,0.9,0.9,1,1.03,1900,2400,train
L1039,L0290,synthetic,Mufti,Shirt,Cotton,M,Used,9,4827,Tier 3,0.07,0.09,0.7,0.8,1,1,190,250,train
L1040,L0374,synthetic,Louis Vuitton,Jacket,Leather,M,New,2,32508,Tier 5,0.11,0.14,1,1,1.05,1.05,3900,5000,train
L1041,L0002,synthetic,Zudio,Top,Cotton,S,Like New,4,628,Tier 1,0.05,0.06,0.9,0.9,1,1,30,30,train
L1042,L0253,synthetic,Raw Mango,Saree,Silk,L,Used,4,18045,Tier 5,0.11,0.14,0.7,0.9,1.1,1.05,1400,1800,train
L1043,L0281,synthetic,Aurelia,Dress,Linen,M,Used,5,3644,Tier 3,0.07,0.09,0.7,0.9,1.05,1.03,170,200,train
L1044,L0029,synthetic,Zara,Jacket,Denim,M,Like New,6,4306,Tier 3,0.07,0.09,0.9,0.9,1.05,1,250,350,test
L1045,L0045,synthetic,Tommy Hilfiger,Shirt,Cotton,L,Like New,7,5540,Tier 4,0.09,0.11,0.9,0.8,1,1,350,450,train
L1046,L0234,synthetic,AND,Dress,Linen,M,New,3,6517,Tier 4,0.09,0.11,1,1,1.05,1.03,650,800,train
L1047,L0195,synthetic,Moda Rapido,Dress,Polyester,XL,Used,11,1135,Tier 1,0.05,0.06,0.7,0.7,1.05,1,30,40,train
L1048,L0141,synthetic,Highlander,Top,Cotton,XL,New,3,688,Tier 1,0.05,0.06,1,1,1,1,30,40,train
L1049,L0323,synthetic,Rohit Bal,Ethnic Wear,Silk,S,Used,10,26648,Tier 5,0.11,0.14,0.7,0.8,1.1,1.05,1900,2400,train
L1050,L0148,synthetic,Meena Bazaar,Lehenga,Silk,S,Like New,8,13283,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,1000,1200,val
L1051,L0289,synthetic,Flying Machine,Jeans,Denim,M,Used,5,4907,Tier 3,0.07,0.09,0.7,0.9,0.95,1,200,250,test
L1052,L0363,synthetic,HRX,Activewear,Polyester,L,New,1,4876,Tier 3,0.07,0.09,1,1,0.95,1,300,400,train
L1053,L0107,synthetic,Zara,Dress,Linen,XL,New,3,9743,Tier 4,0.09,0.11,1,1,1.05,1.03,950,1200,val
L1054,L0354,synthetic,Style Bazaar,Top,Cotton,M,Like New,9,1146,Tier 1,0.05,0.06,0.9,0.8,1,1,40,50,train
L1055,L0371,synthetic,Raw Mango,Saree,Silk,L,Like New,1,22377,Tier 5,0.11,0.14,0.9,1,1.1,1.05,2600,3300,train
L1056,L0246,synthetic,New Balance,Activewear,Polyester,L,Like New,6,8759,Tier 4,0.09,0.11,0.9,0.9,0.95,1,600,750,train
L1057,L0212,synthetic,Brand Factory,Jacket,Polyester,L,Used,16,3667,Tier 3,0.07,0.09,0.7,0.6,1.05,1,110,150,train
L1058,L0351,synthetic,Easybuy,Shirt,Cotton,M,Used,10,1665,Tier 2,0.06,0.07,0.7,0.8,1,1,60,70,train
L1059,L0174,synthetic,Versace,Dress,Silk,XS,Like New,9,114789,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,10000,12800,train
L1060,L0158,synthetic,Fabindia,Ethnic Wear,Silk,XS,Used,8,2078,Tier 2,0.06,0.07,0.7,0.8,1.1,1.05,80,90,val
L1061,L0191,synthetic,Nike,Activewear,Polyester,M,New,2,3822,Tier 3,0.07,0.09,1,1,0.95,1,250,350,train
L1062,L0104,synthetic,AND,Dress,Cotton,XL,Like New,7,5094,Tier 4,0.09,0.11,0.9,0.8,1.05,1,350,400,train
L1063,L0248,synthetic,Under Armour,Activewear,Polyester,L,Used,13,10168,Tier 4,0.09,0.11,0.7,0.7,0.95,1,450,500,val
L1064,L0265,synthetic,Balenciaga,Jacket,Leather,L,Like New,4,27586,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,2700,3400,train
L1065,L0305,synthetic,Zudio,Shirt,Polyester,S,Like New,10,1241,Tier 2,0.06,0.07,0.9,0.8,1,1,50,60,train
L1066,L0012,synthetic,Manyavar,Ethnic Wear,Silk,XL,Like New,2,5151,Tier 4,0.09,0.11,0.9,1,1.1,1.05,500,600,train
L1067,L0142,synthetic,Louis Vuitton,Shirt,Linen,XS,Like New,9,64279,Tier 5,0.11,0.14,0.9,0.8,1,1.03,5200,6700,train
L1068,L0059,synthetic,Levi's,Jeans,Denim,M,Used,4,3542,Tier 3,0.07,0.09,0.7,0.9,0.95,1,150,190,test
L1069,L0361,synthetic,Pantaloons,Top,Cotton,XS,Like New,4,4315,Tier 3,0.07,0.09,0.9,0.9,1,1,250,300,train
L1070,L0015,synthetic,Prada,Dress,Silk,S,Like New,7,93439,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,8200,10400,train
L1071,L0092,synthetic,Highlander,Top,Cotton,XL,Used,4,686,Tier 1,0.05,0.06,0.7,0.9,1,1,20,30,train
L1072,L0102,synthetic,Style Bazaar,Top,Polyester,XL,Like New,11,251,Tier 1,0.05,0.06,0.9,0.7,1,1,10,10,train
L1073,L0291,synthetic,Fabindia,Kurta,Linen,M,Used,9,8335,Tier 4,0.09,0.11,0.7,0.8,1,1.03,450,550,train
L1074,L0351,synthetic,Easybuy,Shirt,Cotton,M,Used,10,1304,Tier 2,0.06,0.07,0.7,0.8,1,1,40,50,train
L1075,L0187,synthetic,Moda Rapido,Dress,Denim,S,New,4,868,Tier 1,0.05,0.06,1,0.9,1.05,1,40,50,val
L1076,L0034,synthetic,Max Fashion,Jeans,Denim,M,New,3,1222,Tier 2,0.06,0.07,1,1,0.95,1,70,80,train
L1077,L0310,synthetic,Reliance Trends,Top,Cotton,M,Used,10,2727,Tier 3,0.07,0.09,0.7,0.8,1,1,110,140,train
L1078,L0155,synthetic,Uniqlo,Jacket,Denim,XS,Used,6,1399,Tier 2,0.06,0.07,0.7,0.9,1.05,1,60,60,train
L1079,L0247,synthetic,Asics,Activewear,Polyester,M,Like New,6,9607,Tier 4,0.09,0.11,0.9,0.9,0.95,1,650,800,val
L1080,L0176,synthetic,Being Human,Top,Linen,S,Like New,7,1134,Tier 1,0.05,0.06,0.9,0.8,1,1.03,40,50,train
L1081,L0050,synthetic,Fabindia,Kurta,Cotton,M,Used,10,2447,Tier 2,0.06,0.07,0.7,0.8,1,1,80,100,train
L1082,L0306,synthetic,Soch,Saree,Silk,L,Like New,6,3765,Tier 3,0.07,0.09,0.9,0.9,1.1,1.05,250,300,train
L1083,L0072,synthetic,Zudio,Shirt,Cotton,L,Like New,5,349,Tier 1,0.05,0.06,0.9,0.9,1,1,10,20,train
L1084,L0229,synthetic,Jaypore,Saree,Silk,S,Like New,15,8648,Tier 4,0.09,0.11,0.9,0.7,1.1,1.05,550,700,test
L1085,L0223,synthetic,Roadster,Jeans,Denim,M,Like New,6,4427,Tier 3,0.07,0.09,0.9,0.9,0.95,1,250,300,train
L1086,L0151,synthetic,Style Bazaar,Shirt,Cotton,XL,Used,9,399,Tier 1,0.05,0.06,0.7,0.8,1,1,10,10,train
L1087,L0145,synthetic,Suta,Saree,Silk,M,Like New,2,2963,Tier 3,0.07,0.09,0.9,1,1.1,1.05,200,300,train
L1088,L0208,synthetic,Aurelia,Kurta,Cotton,L,Like New,5,2550,Tier 3,0.07,0.09,0.9,0.9,1,1,140,190,val
L1089,L0197,synthetic,Rohit Bal,Ethnic Wear,Silk,S,Like New,9,47893,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,4400,5600,val
L1090,L0332,synthetic,Aurelia,Dress,Linen,L,Like New,8,3673,Tier 3,0.07,0.09,0.9,0.8,1.05,1.03,200,250,train
L1091,L0213,synthetic,FBB,Top,Cotton,XS,Used,6,2018,Tier 2,0.06,0.07,0.7,0.9,1,1,80,90,train
L1092,L0116,synthetic,Under Armour,Activewear,Polyester,M,Like New,5,7101,Tier 4,0.09,0.11,0.9,0.9,0.95,1,500,600,train
L1093,L0280,synthetic,Zudio,Jeans,Denim,S,Used,6,1364,Tier 2,0.06,0.07,0.7,0.9,0.95,1,50,60,train
L1094,L0354,synthetic,Style Bazaar,Top,Cotton,M,Used,8,1433,Tier 2,0.06,0.07,0.7,0.8,1,1,50,60,train
L1095,L0239,synthetic,Zara,Jacket,Polyester,M,Like New,8,8135,Tier 4,0.09,0.11,0.9,0.8,1.05,1,550,700,test
L1096,L0277,synthetic,Vishal Mega Mart,Top,Polyester,S,Like New,8,1164,Tier 1,0.05,0.06,0.9,0.8,1,1,40,50,val
L1097,L0241,synthetic,GAP,Jeans,Denim,L,Like New,7,8887,Tier 4,0.09,0.11,0.9,0.8,0.95,1,550,650,train
L1098,L0306,synthetic,Soch,Saree,Silk,L,Used,8,3294,Tier 3,0.07,0.09,0.7,0.8,1.1,1.05,150,190,train
L1099,L0337,synthetic,Roadster,Jeans,Denim,XS,New,1,4219,Tier 3,0.07,0.09,1,1,0.95,1,300,350,val
L1100,L0303,synthetic,Rangriti,Kurta,Cotton,M,Like New,5,1812,Tier 2,0.06,0.07,0.9,0.9,1,1,90,100,train
L1101,L0249,synthetic,Tommy Hilfiger,Shirt,Cotton,M,Like New,7,9531,Tier 4,0.09,0.11,0.9,0.8,1,1,600,750,test
L1102,L0305,synthetic,Zudio,Shirt,Polyester,M,Used,13,1677,Tier 2,0.06,0.07,0.7,0.7,1,1,50,60,train
L1103,L0327,synthetic,Easybuy,Jeans,Denim,M,Like New,10,1456,Tier 2,0.06,0.07,0.9,0.8,0.95,1,60,70,val
L1104,L0238,synthetic,Nicobar,Kurta,Linen,L,New,2,9088,Tier 4,0.09,0.11,1,1,1,1.03,850,1000,val
L1105,L0200,synthetic,Mufti,Shirt,Linen,L,Used,9,3106,Tier 3,0.07,0.09,0.7,0.8,1,1.03,130,160,train
L1106,L0196,synthetic,Bewakoof,Top,Cotton,S,Used,4,738,Tier 1,0.05,0.06,0.7,0.9,1,1,20,30,train
L1107,L0222,synthetic,Pantaloons,Shirt,Cotton,L,Like New,11,3676,Tier 3,0.07,0.09,0.9,0.7,1,1,160,200,train
L1108,L0131,synthetic,Fabindia,Kurta,Cotton,M,Like New,8,3258,Tier 3,0.07,0.09,0.9,0.8,1,1,160,200,train
L1109,L0302,synthetic,Vishal Mega Mart,Shirt,Polyester,M,Used,12,1637,Tier 2,0.06,0.07,0.7,0.7,1,1,50,60,train
L1110,L0006,synthetic,Louis Vuitton,Jacket,Leather,M,Used,14,148656,Tier 5,0.11,0.14,0.7,0.7,1.05,1.05,8800,11200,train
L1111,L0372,synthetic,Anita Dongre,Lehenga,Silk,M,Like New,5,27228,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,2800,3600,train
L1112,L0307,synthetic,Aurelia,Kurta,Cotton,S,Used,14,2641,Tier 3,0.07,0.09,0.7,0.7,1,1,90,120,val
L1113,L0332,synthetic,Aurelia,Dress,Linen,L,Like New,4,3718,Tier 3,0.07,0.09,0.9,0.9,1.05,1.03,250,300,train
L1114,L0339,synthetic,Flying Machine,Jeans,Denim,XL,Like New,11,5334,Tier 4,0.09,0.11,0.9,0.7,0.95,1,300,350,test
L1115,L0038,synthetic,Armani,Jacket,Leather,S,Like New,9,44087,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,3800,4900,val
L1116,L0092,synthetic,Highlander,Top,Cotton,XL,Like New,3,539,Tier 1,0.05,0.06,0.9,1,1,1,20,30,train
L1117,L0367,synthetic,Zara,Dress,Linen,S,New,1,10343,Tier 4,0.09,0.11,1,1,1.05,1.03,1000,1200,val
L1118,L0010,synthetic,Anita Dongre,Saree,Silk,M,Used,6,67912,Tier 5,0.11,0.14,0.7,0.9,1.1,1.05,5400,6900,train
L1119,L0169,synthetic,Anouk,Saree,Cotton,XS,Used,5,1649,Tier 2,0.06,0.07,0.7,0.9,1.1,1,70,80,test
L1120,L0373,synthetic,Tarun Tahiliani,Lehenga,Silk,L,Used,14,28530,Tier 5,0.11,0.14,0.7,0.7,1.1,1.05,1800,2300,train
L1121,L0275,synthetic,Reliance Trends,Top,Cotton,S,Used,8,1980,Tier 2,0.06,0.07,0.7,0.8,1,1,70,80,train
L1122,L0175,synthetic,Spykar,Shirt,Cotton,M,Like New,3,944,Tier 1,0.05,0.06,0.9,1,1,1,40,50,train
L1123,L0021,synthetic,Tarun Tahiliani,Saree,Silk,M,Used,6,78542,Tier 5,0.11,0.14,0.7,0.9,1.1,1.05,6300,8000,train
L1124,L0324,synthetic,Louis Vuitton,Jacket,Leather,L,Like New,4,30760,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,3000,3800,train
L1125,L0033,synthetic,Forever 21,Dress,Polyester,S,New,3,1483,Tier 2,0.06,0.07,1,1,1.05,1,90,110,train
L1126,L0370,synthetic,Calvin Klein,Jacket,Leather,L,New,1,13735,Tier 4,0.09,0.11,1,1,1.05,1.05,1400,1700,train
L1127,L0120,synthetic,Vishal Mega Mart,Shirt,Cotton,L,Used,10,450,Tier 1,0.05,0.06,0.7,0.8,1,1,10,20,train
L1128,L0333,synthetic,Libas,Kurta,Cotton,S,Used,9,3500,Tier 3,0.07,0.09,0.7,0.8,1,1,140,180,train
L1129,L0303,synthetic,Rangriti,Kurta,Cotton,M,Like New,6,1638,Tier 2,0.06,0.07,0.9,0.9,1,1,80,90,train
L1130,L0219,synthetic,Global Desi,Dress,Linen,S,Used,15,5528,Tier 4,0.09,0.11,0.7,0.7,1.05,1.03,250,300,test
L1131,L0069,synthetic,Indya,Jacket,Denim,M,Used,13,1471,Tier 2,0.06,0.07,0.7,0.7,1.05,1,50,50,test
L1132,L0003,synthetic,Nike,Activewear,Polyester,L,New,1,4141,Tier 3,0.07,0.09,1,1,0.95,1,300,350,train
L1133,L0277,synthetic,Vishal Mega Mart,Top,Polyester,S,Used,7,1297,Tier 2,0.06,0.07,0.7,0.8,1,1,40,50,val
L1134,L0058,synthetic,Roadster,Shirt,Cotton,XL,Like New,4,1247,Tier 2,0.06,0.07,0.9,0.9,1,1,60,70,val
L1135,L0187,synthetic,Moda Rapido,Dress,Denim,S,New,2,996,Tier 1,0.05,0.06,1,1,1.05,1,50,60,val
L1136,L0027,synthetic,Pantaloons,Jeans,Denim,M,Used,8,1146,Tier 1,0.05,0.06,0.7,0.8,0.95,1,30,40,val
L1137,L0370,synthetic,Calvin Klein,Jacket,Leather,L,Like New,5,12138,Tier 4,0.09,0.11,0.9,0.9,1.05,1.05,1000,1200,train
L1138,L0051,synthetic,Prada,Dress,Silk,L,Like New,7,84399,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,7400,9400,train
L1139,L0300,synthetic,Prada,Dress,Silk,S,New,2,32785,Tier 5,0.11,0.14,1,1,1.05,1.05,4000,5100,train
L1140,L0235,synthetic,Label Ritu Kumar,Ethnic Wear,Silk,L,Used,10,11434,Tier 4,0.09,0.11,0.7,0.8,1.1,1.05,650,800,train
L1141,L0355,synthetic,Zudio,Jeans,Denim,S,Like New,9,1493,Tier 2,0.06,0.07,0.9,0.8,0.95,1,60,70,train
L1142,L0113,synthetic,Easybuy,Top,Polyester,XS,Like New,2,558,Tier 1,0.05,0.06,0.9,1,1,1,30,30,train
L1143,L0284,synthetic,Reliance Trends,Shirt,Cotton,L,Like New,5,2655,Tier 3,0.07,0.09,0.9,0.9,1,1,150,190,train
L1144,L0143,synthetic,Prada,Dress,Silk,M,Used,9,71467,Tier 5,0.11,0.14,0.7,0.8,1.05,1.05,4900,6200,train
L1145,L0114,synthetic,GAP,Jeans,Denim,XS,Used,10,6734,Tier 4,0.09,0.11,0.7,0.8,0.95,1,300,400,train
L1146,L0241,synthetic,GAP,Jeans,Denim,L,Like New,9,7983,Tier 4,0.09,0.11,0.9,0.8,0.95,1,500,600,train
L1147,L0124,synthetic,Gucci,Jacket,Leather,S,Like New,5,66809,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,6600,8400,train
L1148,L0332,synthetic,Aurelia,Dress,Linen,L,Used,6,3083,Tier 3,0.07,0.09,0.7,0.9,1.05,1.03,150,190,train
L1149,L0238,synthetic,Nicobar,Kurta,Linen,L,Used,6,7439,Tier 4,0.09,0.11,0.7,0.9,1,1.03,450,550,val
L1150,L0361,synthetic,Pantaloons,Top,Cotton,S,Used,9,4431,Tier 3,0.07,0.09,0.7,0.8,1,1,170,200,train
L1151,L0139,synthetic,FBB,Ethnic Wear,Cotton,L,Used,6,837,Tier 1,0.05,0.06,0.7,0.9,1.1,1,30,30,test
L1152,L0029,synthetic,Zara,Jacket,Denim,M,Used,11,4339,Tier 3,0.07,0.09,0.7,0.7,1.05,1,160,200,test
L1153,L0188,synthetic,Biba,Kurta,Silk,M,Used,7,833,Tier 1,0.05,0.06,0.7,0.8,1,1.05,20,30,val
L1154,L0172,synthetic,Roadster,Jeans,Denim,XL,Like New,1,1284,Tier 2,0.06,0.07,0.9,1,0.95,1,70,80,train
L1155,L0360,synthetic,Reliance Trends,Shirt,Cotton,XL,Used,4,2886,Tier 3,0.07,0.09,0.7,0.9,1,1,130,160,train
L1156,L0028,synthetic,Indya,Jacket,Denim,L,Like New,5,1332,Tier 2,0.06,0.07,0.9,0.9,1.05,1,70,80,val
L1157,L0273,synthetic,Fabindia,Kurta,Linen,XL,Used,12,7433,Tier 4,0.09,0.11,0.7,0.7,1,1.03,350,400,train
L1158,L0235,synthetic,Label Ritu Kumar,Ethnic Wear,Silk,L,Like New,8,11494,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,850,1100,train
